name,country_codes,avg_estimated_travel_time,security_deposit,weekly_price,monthly_price,price,Id,
Comfy private room in Williamsburg's top location!,US,-7.5,100,NULL,NULL,54,336,
EURO 600Beautiful ROOM in NİSANTASI,TR,1.838541667,NULL,2382,4467,475,337,
OCEANFRONT - Vacation in Sand - Harmony,US,-7.5,750,NULL,NULL,420,338,
2 Bedrooms/1 Bath Unit-5 Min Walk to Kailua Beach,US,-7.5,0,NULL,NULL,150,339,
Mezzos Studio in Sydney CBD,AU,1.336805556,199,NULL,NULL,149,340,
Bosphorus view apartment,TR,1.838541667,0,3318,9953,1160,341,
Sunny Bedroom in trendy Bushwick Apt. w/Rooftop,US,-7.5,NULL,NULL,NULL,50,342,
"Penthouse,Ocean View, W/D, Pkg, AC, Washlets MSPH4",US,-7.5,0,NULL,NULL,305,343,
Ocean & Diamond Head Views from Colony Surf #908!,US,-7.5,0,NULL,NULL,110,344,
"Beachfront/Ocean, Parking - Waikiki Shore #1208",US,-7.5,0,NULL,NULL,351,345,
2 Bed/2 Bath/1100SqFt/Free Pk/30-Night Min AT#12B,US,-7.5,0,NULL,NULL,149,346,
Oceanfront 2 Bedroom House,US,-7.5,1000,NULL,NULL,350,347,
"Cute Attic room Beyoğlu, Istanbul",TR,1.838541667,NULL,NULL,2263,121,348,
Beautiful Bushwick loft for August,US,-7.5,NULL,NULL,NULL,38,349,
Penthouse at Moda with two terrace,TR,1.838541667,0,NULL,NULL,148,350,
SOOTHING WAVES WITH A 180* OCEAN VIEW,US,-7.5,NULL,NULL,NULL,148,351,
Cottage in Haiku,US,-7.5,300,NULL,NULL,200,352,
Waterfront Cabana,US,-7.5,500,NULL,NULL,275,353,
Cosy Private Room best for long stay,TR,1.838541667,0,NULL,NULL,63,354,
YÜZME HAVUZLU VE DENİZ MANZARALI,TR,1.838541667,NULL,NULL,NULL,190,355,
HOME AWAY HOME,TR,1.838541667,NULL,NULL,NULL,538,356,
Waikiki Studio (Two blocks from the Waikiki beach),US,-7.5,100,NULL,NULL,80,357,
LUXURY SOHO 2 Bedroom Apt,US,-7.5,500,2500,NULL,375,358,
Spacious Apartment + patio. Minutes to Manhattan.,US,-7.5,200,NULL,NULL,149,359,
Cozy Room in Astoria,US,-7.5,180,NULL,NULL,70,360,
Tropical unit pool/spa walk to Kailua Beach A/C,US,-7.5,0,NULL,NULL,249,361,
Quiet Stylish Mosman Apartment,AU,1.336805556,NULL,NULL,NULL,90,362,
SPECTACULAR OCEAN VIEW  IN THE HEART OF KIHEI TOWN,US,-7.5,250,NULL,NULL,179,363,
"This, your Stunning Ocean View! Oceanfront Resort!",US,-7.5,150,NULL,NULL,149,364,
Newly renovated studio in hip Bushwick near subway,US,-7.5,NULL,NULL,NULL,100,365,
"the shoebox, west chelsea",US,-7.5,500,NULL,NULL,150,366,
2 Outdoor Pools | Tennis Court | Near the Beach,US,-7.5,100,NULL,NULL,130,367,
Tropical Stay near the Beach ★ 2 Bedroom,US,-7.5,100,NULL,NULL,230,368,
Manly Harbour House,AU,1.336805556,900,3000,NULL,471,369,
Luxurious Tropical Beach Front Home in Lahaina,US,-7.5,NULL,NULL,NULL,935,370,
3 Bedroom / Ocean views / Free Parking - Waikiki,US,-7.5,500,NULL,NULL,449,371,
Cozy Apartment near Charley Young Beach in Kihei,US,-7.5,0,NULL,NULL,229,372,
Gorgeous Apartment with Balcony & Terrace,US,-7.5,300,NULL,NULL,200,373,
Historic Home Retreat,US,-7.5,400,NULL,NULL,249,374,
A place just in the heart of beşiktaş.,TR,1.838541667,NULL,NULL,NULL,74,375,
Unit 414 Luxurious Top Floor Condo Great Views,US,-7.5,300,NULL,NULL,385,376,
Privately Gated Oceanfront Estate,US,-7.5,500,NULL,NULL,799,377,
Charming Bedroom in East Village,US,-7.5,NULL,NULL,NULL,100,378,
OCEAN FRONT KA'ANAPALI DREAM GETAWAY,US,-7.5,NULL,NULL,NULL,595,379,
TOP ROOM,TR,1.838541667,NULL,NULL,NULL,179,380,
Stunning Queen bedroom with Balcony,AU,1.336805556,500,NULL,NULL,100,381,
Oba Hotel istanbul Quadruple Room,TR,1.838541667,NULL,NULL,NULL,1186,382,
Call it Home.,US,-7.5,500,NULL,NULL,38,383,
Cool and Cosy Rooms in Kadikoy,TR,1.838541667,0,NULL,NULL,63,384,
Sunny Private bedroom in Bushwick!,US,-7.5,NULL,NULL,NULL,40,385,
"Just Remodeled Studio Condo, Modern, Clean--View!",US,-7.5,0,NULL,NULL,109,386,
The beauty of New York start here.,US,-7.5,1000,NULL,NULL,110,387,
Yoga Apartment next to La Guardia and Manhattan,US,-7.5,0,NULL,NULL,40,388,
MODERN PENTHOUSE ROOM/BALCONY AMAZING LOCATION :),US,-7.5,NULL,NULL,NULL,90,389,
OCEAN/LAGOON/FIREWORK VIEWS 2Bdrm Ilikai 1418,US,-7.5,NULL,NULL,NULL,528,390,
Swimming Pool/ Amazing Layout W&D Doorman 5131,US,-7.5,NULL,NULL,NULL,330,391,
Heart of Harlem Living - NYC to it's fullest!,US,-7.5,0,NULL,NULL,140,392,
Large Bedroom in Bushwick,US,-7.5,0,NULL,NULL,65,393,
MECİDİYEKÖY(ŞİŞLİ) RENTED ROOM,TR,1.838541667,NULL,NULL,NULL,749,394,
Artist Loft Bushwick,US,-7.5,250,NULL,NULL,70,395,
Spacious and Clean Get Away,US,-7.5,500,NULL,NULL,275,396,
Private Room Couch close to Central Park,US,-7.5,NULL,NULL,NULL,40,397,
Central Room in Mecidiyekoy Subway,TR,1.838541667,NULL,NULL,NULL,295,398,
Private room in Sunnyside Gardens,US,-7.5,NULL,NULL,NULL,98,399,
Waikoloa Beach Villas H32,US,-7.5,NULL,NULL,NULL,184,400,
LUXICO - Principino,AU,1.336805556,2000,NULL,NULL,1105,401,
Bushwick Suite,US,-7.5,100,NULL,NULL,75,402,
Luxury 3-Acre Garden Eco-Estate 10 min to Kona,US,-7.5,500,NULL,NULL,329,403,
"A cozy and safe house in İstanbul,Sancaktepe",TR,1.838541667,NULL,NULL,NULL,148,404,
Spacious Sunny SoHo-Awesome Locale!,US,-7.5,NULL,1850,NULL,299,405,
SUPERHOST-LARGE&CLEAN-Near Pierloti,TR,1.838541667,0,786,2109,74,406,
Cozy minimalist room close to train (1),US,-7.5,0,NULL,NULL,33,407,
"Modern and Safe Place,Free Wifi",US,-7.5,NULL,NULL,NULL,400,408,
Huge rm in 1500sq ft loft w/lots,US,-7.5,NULL,700,NULL,125,409,
"Cozy 4 beds, Free Ferry to Manhattan.",US,-7.5,200,NULL,NULL,125,410,
Bondi-Tamarama BEACHFRONT Apartment,AU,1.336805556,450,NULL,NULL,390,411,
Spacious 3BR Duplex Apt + Loft in Gramercy NYC,US,-7.5,NULL,NULL,NULL,300,412,
Oceanfront Beach House Makai,US,-7.5,1500,NULL,NULL,590,413,
100 steps to Poipu Beach! - Hale Kahana'lu,US,-7.5,500,NULL,NULL,259,414,
纽约之家(SunnyHome3),US,-7.5,NULL,NULL,NULL,50,415,
BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,US,-7.5,399,NULL,NULL,90,416,
2BR Sunlight & Secret Garden Apartment,US,-7.5,0,1200,4000,145,417,
"Large Studio with Harbour glimpses, City Fringe",AU,1.336805556,1000,NULL,NULL,171,418,
"Doorman, modern apart. on Broadway (Central Park)",US,-7.5,350,NULL,NULL,180,419,
Apartment is Sold.,TR,1.838541667,NULL,NULL,NULL,1055,420,
Hyatt Kaanapali Beach FANTASTIC OFFER!,US,-7.5,NULL,NULL,NULL,500,421,
Voted “Best of Williamsburg” / 1000 sqft Loft,US,-7.5,500,NULL,NULL,249,422,
BEACH ESCAPE,AU,1.336805556,1500,NULL,NULL,689,423,
Spacious Studio - Waimea Bay Pointe,US,-7.5,100,NULL,NULL,199,424,
Kauai 2 Bedroom Family Getaway | 2 Pools,US,-7.5,100,NULL,NULL,312,425,
Seaview Studio in  Brooklyn New york.,US,-7.5,NULL,NULL,NULL,100,426,
Spacious Comtemporary 3BR Apartment,US,-7.5,215,NULL,NULL,218,427,
Kailua Cottage,US,-7.5,1000,NULL,NULL,142,428,
Turtle Bay Resort 1 Bedroom Condo,US,-7.5,NULL,NULL,NULL,150,429,
Napili Surf Beach Resort -Lokelani- #214 2nd Floor,US,-7.5,NULL,NULL,NULL,463,430,
Ladder up to your own loft bed,US,-7.5,500,NULL,NULL,115,431,
Kaanapali Hillside 3 bedroom condo,US,-7.5,NULL,NULL,NULL,310,432,
"Beachside Blue - AC, close to beach and PCC",US,-7.5,1000,NULL,NULL,265,433,
Elegant Flat in the Center,TR,1.838541667,0,NULL,NULL,190,434,
1 BD Luxury Apt in prime location w/ pool & tennis,AU,1.336805556,250,NULL,NULL,151,435,
Treehouse with Incredible Views,US,-7.5,150,NULL,NULL,125,436,
New york Multi-unit building,US,-7.5,NULL,NULL,NULL,40,437,
"Little, comfortable, smooth room",TR,1.838541667,NULL,NULL,NULL,100,438,
46st Cozy Flat Midtown/Tms Squr/Javits Ctr/Pier 97,US,-7.5,NULL,NULL,NULL,200,439,
Private Apartment between the ocean and mountains,US,-7.5,200,NULL,NULL,130,440,
AMAZING BOSPHORUS VIEW ECONOMIC ORTAKOY BESIKTAS,TR,1.838541667,NULL,NULL,NULL,596,441,
Cozy room in artist loft,US,-7.5,300,NULL,NULL,55,442,
PALM TREE HOUSE steps to beach,US,-7.5,350,NULL,NULL,200,443,
Spacious private 2BR with Backyard Williamsburg,US,-7.5,0,NULL,NULL,170,444,
ECONOMY 1BEDROOM APARTMENT 2F IN WAIKIKI,US,-7.5,500,NULL,NULL,88,445,
Most enviable location in the West Village,US,-7.5,500,NULL,NULL,130,446,
Little Slice of Paradise Mauna Lani,US,-7.5,600,NULL,NULL,228,447,
City Room - Semi Private Bedroom,US,-7.5,100,385,1265,55,448,
Lenox Av. Apartment,US,-7.5,NULL,NULL,NULL,71,449,
King Bdrm w/private bath/ocean view,US,-7.5,250,NULL,NULL,100,450,
Modern House + Granny Flat sleeps 10+,AU,1.336805556,NULL,NULL,NULL,350,451,
COMFORTABLE & COZY! MAUI BY DAY...RELAX AT NIGHT!!,US,-7.5,200,NULL,NULL,110,452,
P'ville Studio-NOT a shared space,US,-7.5,150,460,1575,85,453,
The Manhattan Club in the heart of midtown!!!!,US,-7.5,NULL,NULL,NULL,305,454,
Quiet and Private Up In Hawi,US,-7.5,100,NULL,NULL,115,455,
Country Oasis Pa'ala Kai,US,-7.5,NULL,NULL,NULL,99,456,
Gorgeous Ocean Front Home w/ Salt Water Pool,US,-7.5,500,NULL,NULL,450,457,
Poipu Peaceful Garden Retreat With Pool & Jacuzzi *Kahala 913*,US,-7.5,0,NULL,NULL,143,458,
Elegant 2BD in Time Sq with W/D!,US,-7.5,350,NULL,NULL,429,459,
Sunny Room (for One) Minutes from Coogee Beach!,AU,1.336805556,0,NULL,NULL,43,460,
Price Right Great Waikiki Location,US,-7.5,125,NULL,NULL,80,461,
Private room in convenient & trendy location - Rm2,AU,1.336805556,NULL,NULL,NULL,75,462,
Cozy private room on the UES,US,-7.5,130,NULL,NULL,78,463,
comfortable and spacious / central room in ortaköy,TR,1.838541667,NULL,NULL,NULL,100,464,
five minutes to Atatürk Airport-CNR,TR,1.838541667,NULL,NULL,NULL,132,465,
+Spacious Studio&Kitchenette near Blue Mosque+,TR,1.838541667,0,NULL,NULL,264,466,
Stunning Tamarama 2BR apartment with ocean views,AU,1.336805556,750,NULL,NULL,350,467,
Breathtaking views of Golden Horn,TR,1.838541667,NULL,NULL,NULL,200,468,
Large/comfy 1 bed apartment- 10 mins from beach,AU,1.336805556,500,NULL,NULL,115,469,
A lovely penthouse in the city center,TR,1.838541667,348,NULL,NULL,79,470,
İstanbul Taksim Tarihi binada oda,TR,1.838541667,NULL,NULL,NULL,248,471,
sunny 2 bedroom close to Bosphorus,TR,1.838541667,791,585,2104,100,472,
"Park slope,  floor through garden apartment",US,-7.5,NULL,NULL,NULL,198,473,
"Napili Ridge, Maui ~ J1 ~ Garden View",US,-7.5,NULL,NULL,NULL,132,474,
Bright large Williamsburg 1 bed apartment,US,-7.5,0,NULL,NULL,190,475,
可愛いﾚﾝｶﾞの壁のお部屋/ Manhattan,US,-7.5,NULL,NULL,NULL,65,476,
Beautiful studio steps from the bay,US,-7.5,NULL,NULL,NULL,79,477,
Luxurious oasis and family home in North Bondi,AU,1.336805556,NULL,NULL,NULL,2000,478,
ECONOMIC APARTMENT,TR,1.838541667,NULL,1251,NULL,269,479,
Quiet Rose Bay Residence near Bondi Beach,AU,1.336805556,NULL,NULL,NULL,399,480,
Featured on TV - A Current Affair Come for a swim!,AU,1.336805556,150,NULL,NULL,88,481,
Modern 1BD in Leafy Cul-De-Sac,AU,1.336805556,NULL,NULL,NULL,240,482,
Cozy Unit 5min from airport!,AU,1.336805556,213,NULL,NULL,135,483,
Hale Ohia: Peaceful Escape Close to National Park,US,-7.5,200,NULL,NULL,175,484,
Central Terrace in the heart of Surry Hills,AU,1.336805556,1200,NULL,NULL,300,485,
One-Bedroom Brooklyn Brownstone,US,-7.5,NULL,NULL,NULL,95,486,
Beautiful Sydney Harbour Bridge & Opera House View,AU,1.336805556,500,NULL,NULL,225,487,
"Charming, Quiet Lenox Hill Studio By Transportatio",US,-7.5,500,NULL,NULL,150,488,
Multi level 2 bedroom apartment in Rosebery,AU,1.336805556,0,NULL,NULL,225,489,
"Bronte Home, Fabulous Location",AU,1.336805556,NULL,NULL,NULL,999,490,
Farm Fresh Bungalow,US,-7.5,NULL,NULL,NULL,65,491,
Sunny Room in Glebe Townhouse,AU,1.336805556,NULL,NULL,NULL,119,492,
Room - Bostancı Metro Station,TR,1.838541667,981,60,250,90,493,
Hunter Hales is the Perfect Getaway!  KALA Cottage,US,-7.5,NULL,NULL,NULL,189,494,
"Modern, Ambient 1-Bedroom Apartment",US,-7.5,150,NULL,NULL,70,495,
Bondi Beach Spacious Studio With Ocean View,AU,1.336805556,500,NULL,NULL,169,496,
Private Studio closed to town w/ compact parking,US,-7.5,100,NULL,NULL,95,497,
Spacious & Cozy Bushwick Walk-up 3mins from Train,US,-7.5,0,NULL,NULL,49,498,
Sweet two bedroom in Crown Heights Bk,US,-7.5,300,NULL,NULL,87,499,
"Sunny, family friendly 2 BR BONDI Apt",AU,1.336805556,NULL,NULL,NULL,171,500,
Private doubleroom near grandbazaar,TR,1.838541667,NULL,NULL,NULL,295,501,
Walk to beach - Cottage close to Waikiki,US,-7.5,300,NULL,NULL,319,502,
Sydney beachside apt,AU,1.336805556,NULL,890,3800,171,503,
Private Room With Patio In Queens,US,-7.5,100,NULL,1299,48,504,
A lovely unique space in the heart of Brooklyn,US,-7.5,NULL,NULL,NULL,42,505,
Bright 1 Room Appt near Manly Beach,AU,1.336805556,500,NULL,NULL,350,506,
Bushwick Chill Spot (Luxury Rental),US,-7.5,NULL,NULL,NULL,65,507,
Light Drenched and Private Cabin,AU,1.336805556,NULL,NULL,NULL,109,508,
"Modern, Quiet Semi stroll to Manly Beach",AU,1.336805556,500,NULL,NULL,280,509,
Bright and quiet room with private bathroom,US,-7.5,150,NULL,NULL,127,510,
Casa de Relaxo ..Pakalolo vibes,US,-7.5,0,NULL,NULL,100,511,
"Unique Design, Awesome view , Prime Location",US,-7.5,200,NULL,NULL,50,512,
Hale Honulei,US,-7.5,750,NULL,NULL,175,513,
Kona by the Sea,US,-7.5,0,NULL,NULL,200,514,
Spacious modern studio with amazing views,AU,1.336805556,0,NULL,NULL,100,515,
Luxurious 4 to 5 Room The Rocks Large House Sydney,AU,1.336805556,750,NULL,NULL,380,516,
"Anthurium Alii Gardens Rainforest, Volcano",US,-7.5,150,NULL,NULL,175,517,
Eyüp'de teraslı ve garajlı konak...,TR,1.838541667,NULL,NULL,NULL,148,518,
Whale Beach Sensation,AU,1.336805556,5000,NULL,NULL,1200,519,
Breathtaking view a walk away from sydney CBD,AU,1.336805556,250,NULL,NULL,119,520,
"Deniz, orman ve şehir manzaralı.",TR,1.838541667,1582,NULL,NULL,527,521,
Coconut Beach. Kapaa Condo 1BD 1BA Full Kitchen,US,-7.5,950,NULL,NULL,129,522,
Huge kid-friendly Brooklyn home with parking/patio,US,-7.5,NULL,NULL,NULL,150,523,
Ocean View Home for Vacations and Executive Stays,US,-7.5,250,NULL,NULL,135,524,
"İstanbulda, 3 yatakoda ğüzel daire.",TR,1.838541667,NULL,NULL,NULL,200,525,
Entire garden sanctuary terrace : heart of Newtown,AU,1.336805556,150,NULL,NULL,181,526,
Kuulai Hale Private Cottage,US,-7.5,100,595,NULL,84,527,
"Bundeena Base Art House, Sea View with Heated Pool",AU,1.336805556,500,NULL,NULL,260,528,
Ocean/Sunset /Firework View 1 BR Ilikai Marina 482,US,-7.5,NULL,NULL,NULL,275,529,
Private room with stunning view,US,-7.5,NULL,NULL,NULL,110,530,
Villa Hodgkinson 18A - Convenient Sydney Location,AU,1.336805556,750,NULL,NULL,296,531,
Small and Low Cost Place,TR,1.838541667,NULL,NULL,NULL,179,532,
Kapaa Sands 17 Ocean View Apartment,US,-7.5,NULL,NULL,NULL,129,533,
Studio With Great View & Price in Waikiki,US,-7.5,200,NULL,NULL,90,534,
Central & Modern Apartment in Heart of Sydney,AU,1.336805556,750,NULL,NULL,151,535,
"Spacious two bed apartment, Surry Hills",AU,1.336805556,250,NULL,NULL,175,536,
Oceanfront & Breath Taking Views.,US,-7.5,0,NULL,NULL,230,537,
Great  house with a big room No. 6,AU,1.336805556,NULL,NULL,NULL,36,538,
AMAZING split level Penthouse,AU,1.336805556,1800,NULL,NULL,300,539,
Loft in Kailua,US,-7.5,500,NULL,NULL,290,540,
Resort-style living one stop from Central station,AU,1.336805556,NULL,NULL,NULL,100,541,
Mike's House- Hina Room,US,-7.5,150,625,2000,95,542,
Affordable Bedroom in Brooklyn,US,-7.5,0,NULL,NULL,50,543,
Cozy Well-Furnished Home in the Heart of Harlem,US,-7.5,NULL,NULL,NULL,110,544,
A jewel in Bondi,AU,1.336805556,NULL,NULL,NULL,500,545,
A charming Art-deco upper Manhattan,US,-7.5,100,NULL,NULL,80,546,
One Bedroom/Caddebostan,TR,1.838541667,NULL,NULL,NULL,121,547,
Cozy Apartment in Williamsburg,US,-7.5,500,NULL,NULL,200,548,
Tree hide away near the beach,AU,1.336805556,NULL,NULL,NULL,118,549,
**Cozy Room In Hip Ultra Location LES/NOLITA**,US,-7.5,NULL,NULL,NULL,98,550,
historical victorian mansion next to Sydney centre,AU,1.336805556,NULL,NULL,NULL,151,551,
Close to Coogee beach and fun stuff,AU,1.336805556,NULL,NULL,NULL,119,552,
DOUBLE BED+FREE TEA AND COFFEE!,AU,1.336805556,200,NULL,NULL,135,553,
Nice room with ensuite in Hurstville close to TS,AU,1.336805556,200,NULL,NULL,55,554,
Mauna Kea High Bluffs Private Home.  Cleaning Fee Waived!,US,-7.5,2500,NULL,NULL,1100,555,
Apartment among the trees,AU,1.336805556,500,NULL,NULL,161,556,
Tranquil 1 bed pre war apartment,US,-7.5,0,NULL,NULL,100,557,
Spacious RM in Home with Backyard/Near Metro,US,-7.5,100,NULL,NULL,79,558,
Only 10 mins to CENTRAL PARK! :),US,-7.5,0,560,NULL,69,559,
Coconut Coast Vacation Condo 1 Bedroom With Den,US,-7.5,200,NULL,NULL,169,560,
Comfort Double Room,TR,1.838541667,NULL,NULL,NULL,179,561,
Kahala Ali'i,US,-7.5,0,NULL,NULL,1500,562,
☝ Your Sweet Suite Spot ☝,US,-7.5,200,NULL,NULL,70,563,
"Harbour, ocean, and city skyline views!",AU,1.336805556,300,NULL,NULL,129,564,
Clean and Cozy Room in Meatpacking District,US,-7.5,350,NULL,NULL,120,565,
Room rent in Coogee,AU,1.336805556,300,NULL,NULL,50,566,
Penthouse resort Apartment feel,AU,1.336805556,0,NULL,NULL,50,567,
Cosy Sunset View & Waterfront Apt + Free Parking,AU,1.336805556,200,NULL,NULL,100,568,
Very Nice Terrace Flat at Karaköy,TR,1.838541667,NULL,NULL,NULL,200,569,
Seaside Cottage - A sand beach is your front yard!,US,-7.5,995,NULL,NULL,500,570,
Turtle Bay Suite Newly Renovated!,US,-7.5,250,620,2600,100,571,
Gorgeous Remodeled Modern Home w/ Beach Across St.,US,-7.5,100,NULL,NULL,194,572,
Amazing view Apt@ Olympic park,AU,1.336805556,135,NULL,NULL,159,573,
"Lahaina Condo Near Front St. Upstairs, Corner Unit",US,-7.5,NULL,NULL,NULL,220,574,
"Stylish, Bright & Airy 4 Room Loft in Williamsburg",US,-7.5,200,NULL,NULL,149,575,
Harlem Parkside - 1 cozy bedroom,US,-7.5,100,NULL,NULL,75,576,
"Wailea Ekahi 48C ~ 1 BR, 2 BA Garden Setting",US,-7.5,0,NULL,NULL,320,577,
Whole sunny apartment near Bondi Beach,AU,1.336805556,NULL,NULL,NULL,161,578,
Sunny Private Bedroom in Prime Williamsburg,US,-7.5,100,NULL,NULL,150,579,
2 Beds Brooklyn Tree Lined Blk 15 min to Manhattan,US,-7.5,350,NULL,NULL,179,580,
New York Williamsburg empire state of mind,US,-7.5,300,NULL,NULL,199,581,
Beautiful Bright West Village Home on Gay Street,US,-7.5,140,NULL,NULL,210,582,
Cozy Jacaranda Room,US,-7.5,0,300,1000,74,583,
温馨女生二人间,CN,2.643518519,772,NULL,NULL,86,584,
Pine St room- 200 meters from the beach,AU,1.336805556,0,NULL,NULL,100,585,
Cute studio apt in West Village,US,-7.5,300,NULL,NULL,150,586,
Greystone Apartment 2,TR,1.838541667,0,2382,5956,353,587,
Spacious renovated 2bdr.  Close to Waikiki.,US,-7.5,250,NULL,NULL,149,588,
Large 3bd 2 bath duplex in prime Greenpoint!,US,-7.5,250,NULL,NULL,250,589,
Skyline #1 view ny skyline,US,-7.5,NULL,NULL,NULL,50,590,
HEART OF WAIKIKI 1-bdrm w/ FREE PARKING!!,US,-7.5,200,NULL,NULL,169,591,
Prime CBD 2 bedroom Apt 1 Min to Wynyard station,AU,1.336805556,350,NULL,NULL,250,592,
Beautiful Home Away From Home!,US,-7.5,150,NULL,NULL,130,593,
"Upper West 2BR, Met, Lincoln Center, Central Park",US,-7.5,0,NULL,NULL,225,594,
East Village 1BR Apt with all the amenities,US,-7.5,NULL,NULL,NULL,200,595,
Quiet and Serene  - Perfect for Relaxation,US,-7.5,NULL,NULL,NULL,74,596,
Art deco apartment in Bondi,AU,1.336805556,400,NULL,NULL,90,597,
Rob's Beach Terrace,AU,1.336805556,NULL,NULL,NULL,350,598,
★ Bright Sydney CBD Studio Apt With Seaview 108B★,AU,1.336805556,0,NULL,NULL,161,599,
Large Room in Manhattan,US,-7.5,NULL,NULL,NULL,85,600,
Mike's House- Uilani Room,US,-7.5,125,NULL,NULL,88,601,
"Charming Suite w/Modern Kitchen, WiFi, Flat Screen, Lanai–Kiahuna Plantation #2048",US,-7.5,0,NULL,NULL,402,602,
West Village townhouse private suite incl bath,US,-7.5,200,NULL,NULL,139,603,
Sunny 1bd - Near SOHO Washington SQ,US,-7.5,100,1600,NULL,226,604,
Spacious 1br/1bath apartment in CBD with city view,AU,1.336805556,NULL,NULL,NULL,200,605,
Lovely sydney CBD heart studio with a balcony,AU,1.336805556,NULL,NULL,NULL,108,606,
Newly Renovated Bedroom in Bushwick/Ridgewood,US,-7.5,NULL,NULL,NULL,73,607,
Evimin bi odası,TR,1.838541667,NULL,NULL,NULL,148,608,
Beşiktaş'ta günlük haftalık kiralık oda,TR,1.838541667,NULL,NULL,NULL,100,609,
"Private 1 bedroom apartment in Redfern, Sydney",AU,1.336805556,150,NULL,NULL,129,610,
Sunny cozy apartment in Sydney,AU,1.336805556,300,NULL,NULL,50,611,
Self contained studio cabin (last minute standby),AU,1.336805556,150,NULL,NULL,100,612,
Resort style living,US,-7.5,NULL,NULL,NULL,39,613,
Comfortable cottage near all Balmain's attractions,AU,1.336805556,300,NULL,NULL,119,614,
Quiet Williamsburg apartment,US,-7.5,0,NULL,NULL,99,615,
Manly Apartment 100m from Wharf,AU,1.336805556,NULL,NULL,NULL,203,616,
TÜYAP 8 pers 2+1,TR,1.838541667,0,NULL,NULL,422,617,
superiur clean room city center,TR,1.838541667,NULL,2109,8964,316,618,
"Cosy, calm room minutes from CBD",AU,1.336805556,NULL,NULL,NULL,60,619,
Çicekliyalı butik otel,TR,1.838541667,NULL,NULL,NULL,100,620,
Large Studio New York-Bronx comfortable,US,-7.5,120,NULL,NULL,70,621,
Modern room near the beach.Amazing location!,AU,1.336805556,NULL,NULL,NULL,70,622,
Bright Bondi Beach Pad,AU,1.336805556,NULL,NULL,NULL,70,623,
The Simple Life Beach House,AU,1.336805556,500,NULL,NULL,280,624,
Lehua Lanai,US,-7.5,500,NULL,NULL,100,625,
2 private bedrooms and bath in charming house,US,-7.5,NULL,NULL,NULL,69,626,
Wander to the Beach from a Cozy Wailea Condo,US,-7.5,0,NULL,NULL,174,627,
Beautiful Maui Condo By The Beach,US,-7.5,NULL,NULL,NULL,140,628,
Beauty in Birchgrove,AU,1.336805556,400,NULL,NULL,185,629,
Tree top room with ocean views,US,-7.5,0,NULL,NULL,92,630,
Pali Ke Kua 144,US,-7.5,NULL,NULL,NULL,215,631,
Great Location in Asmali Mescit,TR,1.838541667,633,NULL,NULL,348,632,
MASSIVE ROOM IN HEART OF NYC!!! (CHELSEA/FLATIRON),US,-7.5,750,NULL,NULL,200,633,
